"CODI","NOM","CARRER","NUMERO_CARRER","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
"09-078","Pg Torras i Bages","PTGE JACINT GUARDIOLA","14-12","432452.072497718","4587702.726010290","41.438056006","2.191455310"
"09-080","Pl Modernitat","PL MODERNITAT","1","432544.009420179","4588597.106728745","41.446119108","2.192455820"
"09-081","Lanzarote","C RESIDENCIA","18-14","432313.584039250","4587934.367425785","41.440130657","2.189771821"
"09-082","Pl de Josep Andreu i Abello","PL JOSEP ANDREU I ABELLO","72-44","432337.890748105","4588814.318632606","41.448058110","2.189964188"
"09-083","Jardins de Virginia Woolf","C GARCILASO","88-74","431974.889267217","4586053.486998264","41.423161601","2.185929604"
"09-087","Jardins de Massana (interior)","JARD MASSANA","10.I-8.I","431410.881804144","4586503.601985051","41.427167674","2.179129614"
"09-088","Jardins de Massana (interior)","JARD MASSANA","8.I-10.I","431462.941481653","4586450.381506111","41.426692780","2.179758633"
"09-089","","VIA BARCINO","47","432603.644239149","4589220.337259537","41.451737330","2.193100114"
"09-090","Parc de la Trinitat costat llac","PARC TRINITAT","99","432888.311855107","4588847.914516789","41.448406904","2.196549350"
"09-091","Parc de la Trinitat costat llac","PARC TRINITAT","6-2","432779.541607595","4588837.475324119","41.448303781","2.195248455"
"09-093","Parc de la Trinitat costat llac","PARC TRINITAT","94","432718.272279388","4588938.555947474","41.449209044","2.194503758"
"09-094","Parc de la Trinitat costat llac","PARC TRINITAT","94","432718.132285846","4588939.435949921","41.449216958","2.194501984"
"09-095","Parc de la Trinitat costat llac","PARC TRINITAT","92","432718.112295826","4588940.755952151","41.449228846","2.194501598"
"09-096","Parc de la Trinitat costat llac","PARC TRINITAT","99","432895.242335860","4588909.884561947","41.448965626","2.196625427"
"09-098","Parc de la trinitat pista de tenis","VIA BARCINO","82.I","432710.352820429","4589011.506122396","41.449865417","2.194400827"
"09-099","Parc de la Trinitat jocs infantils","VIA BARCINO","92","432698.412440075","4588963.796137666","41.449434709","2.194263206"
"09-103","porta cantonada Via Barcino","VIA BARCINO","92","432614.302383859","4588973.556790109","41.449515563","2.193255244"
"09-109","Josep Estivill (Jardins de Maria Soteras Mauri)","C ESPRONCEDA","348-350","432082.995300926","4585507.555307559","41.418253721","2.187284514"
"09-110","Mateu Ferran","C ARC DEL MERCAT","7-8","432259.939579138","4587356.786916114","41.434924069","2.189194490"
"09-116","C/ Mireia / Almassora","C MIREIA","41-45","432287.523528602","4589191.249608354","41.451448740","2.189318997"
"09-119","Torrent de la Perera","PL TURO DE LA TRINITAT","4.X","432519.796534021","4589539.988397628","41.454609264","2.192060622"
"09-120","Olesa (al costat del mercat)","C FELIP II","126-118","431887.808331431","4585947.637488088","41.422200873","2.184899512"
"09-122","Lima","C AUGUSTO CESAR SANDINO","7-7.B","433430.564911052","4587821.718790946","41.439209452","2.203153601"
"09-126","","C LIMA","10","433646.155324633","4587832.397175788","41.439323474","2.205732840"
"09-127","","C LIMA","11-13","433538.564901321","4587798.457936595","41.439008896","2.204448817"
"09-133","C/ Santa Coloma / Liuva","C VIRGILI","60.B","432603.487177468","4586969.783700947","41.431467366","2.193349299"
"09-134","Pl Taxi","C GUINARDO","5","431528.153108583","4585330.939222196","41.416615911","2.180665746"
"09-136","al costat de Can Fabra, creuant el C/ Segre","PL CAN FABRA","5-11","432431.139685925","4587335.965587076","41.434750961","2.191245778"
"09-137","Jardins de Mercè Rovira","C HONDURES","51-55","432142.427452952","4585779.725293220","41.420710088","2.187965093"
"09-138","Arbeca","C SANT ADRIA","196","433876.193274073","4587515.184932910","41.436485419","2.208520895"
"09-139","Industria","C NAVAS DE TOLOSA","314","431826.954191217","4585413.097093336","41.417381285","2.184231592"
"09-144","Jardins de Casa Bloc","C ALMIRALL PROIXIDA","9-15","432301.165052039","4588070.517735369","41.441355868","2.189607920"
"09-145","Jardins de Casa Bloc","JARD CASA BLOC","9-19","432326.954705053","4588019.477459301","41.440898340","2.189922324"
"09-146","Jardins de Casa Bloc","C VALENTÍ IGLESIAS","9-19","432291.844697881","4588025.697734999","41.440951404","2.189501384"
"09-147","Joan Torras","C JOAN TORRAS","329-333","432270.601848065","4587654.027306992","41.437602108","2.189288784"
"09-149","","C BOFARULL","18-20","432134.743191200","4585218.294452922","41.415652814","2.187936138"
"09-151","central","C SANT ADRIA","166-164","433724.592828987","4587487.296036229","41.436221734","2.206709516"
"09-152","Pl de Can Galta Cremat","PL CAN GALTA CREMAT","42-54","432101.064036796","4587977.429103151","41.440500555","2.187223294"
"09-153","Alexandre Gali","C ALEXANDRE GALI","74-72","431265.891287620","4586464.993020821","41.426807544","2.177398937"
"09-155","Ptge. Torras i Bages","PG TORRAS I BAGES","108.B","432411.845735490","4588138.087004203","41.441973765","2.190925142"
"09-156","Parc de la Maquinista al costat dels jocs infantils","C LA BARCELONESA","1-9","432800.142217276","4587594.763204128","41.437112827","2.195633295"
"09-157","Parc de la Maquinista front C/ Sant Adrià 52","PARC MAQUINISTA DE SANT ANDREU","54-52","432748.300984111","4587442.623355412","41.435738214","2.195029758"
"09-158","Lanzarote","C LANZAROTE","10-8","432335.002951993","4587786.547029457","41.438801096","2.190044742"
"09-160","Av Meridiana","C GARCILASO","77-103","431988.128908393","4586003.396818080","41.422711577","2.186093664"
"09-161","Pare Secchi / Ignasi Iglesias","C PARE SECCHI","33-35","432031.738140732","4587213.498416014","41.433614238","2.186479442"
"09-162","interiors","C CINCA","100.X","432535.065592463","4588094.076001558","41.441587737","2.192404939"
"09-164","entre C/ Coll i Pacific","C SAGRERA","155.B","432396.751865640","4586310.674216408","41.425513612","2.190948881"
"09-165","Dragó / Grau","C AGUSTI I MILA","44-46","432102.702264828","4587743.288719710","41.438391875","2.187269214"
"09-166","Jardins Gatcpac (interiors)","JARD GATCPAC","30-46","432364.374351651","4587965.217090067","41.440412789","2.190376286"
"09-167","C/ de Tossal","C TOSSAL","94","432592.331539163","4588866.666788032","41.448550998","2.193004164"
"09-168","Ctra. Ribes","CTRA RIBES","103-111","432310.246142091","4589531.159971293","41.454512102","2.189552909"
"09-169","","PL BARO DE VIVER","22","433160.301682407","4588769.672333621","41.447724898","2.199813924"
"09-170","Pl Fonts","PL FONTS","18.I","433167.660770789","4588647.982086093","41.446629489","2.199915482"
"09-171","Pl Islàndia","PL ISLANDIA","32-28","432171.694227629","4585347.704380674","41.416821487","2.188363735"
"09-172","Trinxant","C JUAN DE GARAY","6-2","431524.823950888","4585442.919426851","41.417624195","2.180613237"
"09-173","Pl Ferran Reyes","PL FERRAN REYES","1","431977.634816359","4585464.996036510","41.417861491","2.186028647"
"09-174","Pl Ferran Reyes","C BISCAIA","365","432000.464588067","4585430.185808069","41.417549899","2.186305720"
"09-175","Pl Rom Cremat","C JORDI DE SANT JORDI","16-12","431729.677970188","4585932.158659873","41.422048039","2.183009094"
"09-178","Pl Hispano Suissa","C COSTA RICA","38","432245.459077569","4585973.314822948","41.422462381","2.189176239"
"09-179","Av Meridiana","PG SANTA COLOMA","1","432140.727026375","4588363.729414147","41.443983175","2.187654638"
"09-180","","C PORTUGAL","59","432126.273174442","4586538.596626529","41.427543625","2.187686615"
"09-181","","C CAMPO FLORIDO","5","431772.917432889","4585852.368205135","41.421333066","2.183535492"
"09-183","","C MOSSEN JULIANA","45-49.E","432311.711024926","4586216.984710519","41.424662620","2.189941729"
"09-184","Mare Eterna","C MARE ETERNA","72","433324.190926909","4587317.818798429","41.434662161","2.201936006"
"09-185","davant mercat","C CRETAS","10-2","433647.532587843","4587471.156593952","41.436070008","2.205788992"
"09-186","C/ Virgili","C VIRGILI","26.B","432623.315649396","4586764.053223793","41.429616083","2.193609529"
"09-187","interior illa","C CINCA","12-2","432548.563881364","4587865.595537746","41.439531027","2.192592015"
"09-190","","PL PALMERES","13","431993.007482740","4587134.548583712","41.432899886","2.186024798"
"09-191","","PL ORFILA","6","432426.100703579","4587471.285839949","41.435969320","2.191170340"
"09-192","Ctra Ribes / Pg Santa Coloma","C NEGOCI","29","432187.728323229","4588525.189313403","41.445441357","2.188199112"
"09-193","Pl de Can Portabella","PL CAN PORTABELLA","5-9","432718.455346004","4586704.632409263","41.429088874","2.194754704"
"09-194","Jordi de Sant Jordi / Campo Florido","C JORDI DE SANT JORDI","5-7","431709.877284954","4585845.678671432","41.421267460","2.182781927"
"09-195","vorera central","C ABRERA","92-90","432991.091061499","4588722.313540428","41.447284247","2.197793627"
"09-196","","C BORREDA","1-13","433059.840000530","4588568.402777096","41.445903761","2.198633644"
"09-197","","C CLARA","2-8","433117.220706456","4588649.782470903","41.446641503","2.199311495"
"09-198","interior d'illa","C PARDO","13","431664.922221485","4586506.860067535","41.427218670","2.182169288"
"09-199","C/ Estadella- C/ Lllinars del Vallés","C ESTADELLA","83","433726.552269997","4587413.165904057","41.435554229","2.206741097"
"09-200","","C ESTADELLA","62.U","433573.741897025","4587395.037031942","41.435378322","2.204914197"
"09-201","","PL FELIX RODRIGUEZ DE LA FUENTE","30","433516.161425516","4587344.547387785","41.434918813","2.204230609"
"09-203","C/ Pare Pérez del Pulgar","C PARE PEREZ DEL PULGAR","74-52","432543.566197244","4589490.738140109","41.454167684","2.192350691"
"09-204","Tucuman, Quito i Caracas","C QUITO","15-19","433273.840791651","4588629.091252249","41.446468178","2.201188586"
"09-205","Tucuman, Quito i Caracas","C TUCUMAN","19.X","433257.240433784","4588585.291308905","41.446072307","2.200994714"
"09-206","Olesa","PL MARAGALL","22-23","431571.976035758","4585708.769495826","41.420022633","2.181147335"
"09-207","Jardins de Jaume Ferran i Clua","PG MARAGALL","187-197","431303.318675993","4586112.382174315","41.423634906","2.177886881"
"09-208","Ramon Albo","C RAMON ALBÓ","5","431248.369478665","4586229.632777549","41.424686240","2.177216022"
"09-209","","AV MERIDIANA","716-696","432263.162220889","4589023.799529002","41.449938524","2.189046145"
"09-210","","PG SANTA COLOMA","125","433168.753375966","4588991.212618534","41.449720939","2.199890580"
"09-211","","C CONCEPCIO ARENAL","134-132","431817.121153705","4586334.798641201","41.425681905","2.184010023"
"09-212","","C MARTI MOLINS","41-45","432167.319902648","4586098.195613563","41.423580548","2.188227223"
"09-213","","C GRAN DE SANT ANDREU","474-476","432249.706539208","4588277.208452040","41.443213116","2.188968813"
"09-214","Parc de Pegàs","PARC PEGASO","4-2","432338.413570590","4586547.665035513","41.427643198","2.190224255"
"09-215","","C FORADADA","25","432433.133911754","4589212.008538036","41.451647980","2.191059814"
"09-216","Jocs infantils del Parc Casernes Sant Andreu","C GRAN DE SANT ANDREU","474-476","432248.366200702","4588232.828391996","41.442813288","2.188957747"
"09-217","Parc Casernes Sant Andreu","PG SANTA COLOMA","32-44","432486.348677162","4588510.887029285","41.445337711","2.191775241"
"09-218","Font del Gaig","Garccilaso","4","432435.009513382","4585992.273419027","41.422649098","2.191442268"
"09-219","Casernes Sant Andreu","Rambla Sant Andreu","","432466.867329194","4588337.076902212","41.443770626","2.191561479"
"09-220","","Via Barcino","32","432675.344940922","4589298.206838964","41.452444690","2.193949783"
"09-221","Barri del Bon Pastor","Novell","13","433754.354293294","4587674.376106923","41.437909162","2.207045207"
"09-222","Pl Doctor Mondregó","Alexandre Galí","19","431511.840295514","4586283.740870028","41.425196077","2.180362665"
"09-223","Pl del Canòdrom","Can Ros","28","431759.142319887","4586500.629344507","41.427170562","2.183297503"
"10-001","Buenaventura Muñoz","C ROGER DE FLOR","22-18","431733.271601763","4582461.323303701","41.390787626","2.183443594"
"10-002","Pujades","C SARDENYA","90","432098.003617561","4582652.440833783","41.392539842","2.187784402"
"10-003","Zamora","C PERE IV","36-34","432399.966069262","4582913.678946360","41.394918179","2.191366846"
"10-004","Av Bogatell","AV BOGATELL","4-2","432991.525145466","4582672.234099050","41.392793057","2.198469137"
"10-005","Àlaba","C DOCTOR TRUETA","102","432916.196133615","4582817.494891366","41.394095103","2.197552073"
"10-006","Pamplona","AV BOGATELL","52-26","432738.824743334","4582670.546009601","41.392756759","2.195446900"
"10-009","Taulat","C ROC BORONAT","1","433315.848981286","4583111.152314662","41.396773238","2.202299886"
"10-010","Avila","C AVILA","145-155","432308.290882750","4583565.310633236","41.400779527","2.190197479"
"10-011","Pallars","C PALLARS","147","432611.729260799","4583290.517917984","41.398330036","2.193857782"
"10-012","Sancho de Ávila","C JOAN D'AUSTRIA","130","432062.426791981","4583077.211751150","41.396362627","2.187311235"
"10-013","Pamplona","C PAMPLONA","116","432331.837890276","4583167.009848468","41.397194129","2.190523663"
"10-014","Ciutat de Granada","C CIUTAT DE GRANADA","68","432912.820179353","4583350.325730117","41.398893886","2.197452660"
"10-015","Roc Boronat","C ROC BORONAT","79","432908.561537804","4583529.836035882","41.400510330","2.197381827"
"10-016","Almogavers","C CIUTAT DE GRANADA","102.B","432691.991577063","4583578.857749660","41.400933755","2.194785785"
"10-017","Lutxana","C LLULL","141","433050.570278594","4583335.484664868","41.398771697","2.199102017"
"10-019","Rbla del Poblenou","C DOCTOR TRUETA","224","433456.640896507","4583334.571590075","41.398797181","2.203959380"
"10-020","Rbla del Poblenou","C LLULL","177","433253.742194701","4583546.353448609","41.400687827","2.201509034"
"10-021","Marià Aguló","C LLULL","193-197","433353.413008925","4583633.262826735","41.401478865","2.202691725"
"10-022","Marià Aguló","C PUJADES","194","433244.643393093","4583705.783760340","41.402123018","2.201382613"
"10-023","Bilbao","C PALLARS","262","433270.914990148","4583910.463873087","41.403968698","2.201674317"
"10-024","entre Pere IV i Camí antic de València","C MARIA AGUILO","8","433072.494611400","4583900.805359900","41.403865212","2.199301768"
"10-025","passatge Burrull entre Sant Joan De Malta i Castella","C SANT JOAN DE MALTA","2","432946.175290317","4584015.626490391","41.404888848","2.197777948"
"10-026","","C JOAN D'AUSTRIA","10-6","432323.714554569","4582729.899243106","41.393256513","2.190475348"
"10-027","Parc c/ Pallars entre Rambla Poblenou y Llacuna","C PALLARS","216-204","433049.322750394","4583660.795169998","41.401701577","2.199051119"
"10-028","Plaça Heroïnes de Girona","C FRESER","17-19","431436.887700949","4584638.258855593","41.410369390","2.179652271"
"10-029","Tortella","C ESPRONCEDA","38","433789.804880452","4583791.139764960","41.402936878","2.207894632"
"10-030","C/ de Pellaires","C FLUVIA","19","433973.276510152","4583968.368646680","41.404548223","2.210070061"
"10-031","Llull","C LLULL","338-334","434000.518911412","4584278.578912674","41.407344444","2.210362126"
"10-037","Cristobal de Moura","RBLA PRIM","84.B-84","434317.486345331","4585191.767901993","41.415595266","2.214054946"
"10-039","Cristobal de Moura","C MARESME","212-208","434164.425740515","4585143.118985374","41.415144573","2.212228911"
"10-040","Rbla de Prim","C LLULL","399-401","434566.294214591","4584861.565518884","41.412641515","2.217067583"
"10-041","jardins Pl Maresme","PL MARESME","36-30","434455.213927160","4584846.176335660","41.412493857","2.215740263"
"10-042","","C MARESME","58-50","434374.984347203","4584917.557050815","41.413130217","2.214772640"
"10-043","Josep PLà (davant escola J. Royra)","PL DIAGONAL MAR","28-30","434337.382180996","4584640.416914415","41.410631016","2.214352833"
"10-044","","AV DIAGONAL","60-54","434110.541177800","4584554.308499492","41.409836896","2.211648324"
"10-047","Cantabria","C PARAGUAI","1-3","433675.545941535","4585268.532879233","41.416233942","2.206365891"
"10-050","Selva de Mar","C PERU","239-241","433388.743366167","4584987.644616829","41.413680339","2.202965276"
"10-051","Perú","C FLUVIA","164","433187.821642297","4584801.695855034","41.411988874","2.200581913"
"10-052","Pl Espronceda (davant escola)","PL ESPRONCEDA","203-221","432926.569721002","4584602.007528855","41.410168579","2.197478422"
"10-055","Cristobal de Moura","C SELVA DE MAR","82","433681.571413285","4584671.851922982","41.410860298","2.206503391"
"10-056","Selva de Mar","AV DIAGONAL","80-82","433912.990380998","4584489.439895367","41.409236423","2.209291976"
"10-058","Corunya","C ARAGO","575","431915.516123644","4584333.914772897","41.407668944","2.185412675"
"10-059","Pisto","C DEGA BAHI","45","431813.819262525","4584767.036198048","41.411561311","2.184147250"
"10-060","Aragó","PL CANONGE RODO","2-3","432119.548147522","4584558.563569223","41.409709542","2.187828353"
"10-061","Còrsega","C CORSEGA","673","431381.378490895","4584753.319449564","41.411400965","2.178975128"
"10-062","Còrsega / Freser","PL SANT JOSEP DE CALASSANÇ","37.U","431486.078980504","4584796.418722412","41.411798078","2.180222871"
"10-064","Independència","C INDEPENDENCIA","539","431473.187845785","4584649.928598540","41.410477591","2.180085232"
"10-065","Muntanya","C MUNTANYA","94","431774.790012684","4584873.516654327","41.412517034","2.183668301"
"10-067","Ripollès","C RIPOLLES","71-73","431938.192128947","4585118.465788048","41.414737066","2.185595702"
"10-069","Provençals","C MENORCA","22-20","432688.225774419","4585446.950632152","41.417758801","2.194532940"
"10-071","Agricultura - Parc de Sant Martí","C MENORCA","25","432950.748108408","4585701.829053530","41.420076362","2.197645787"
"10-072","Selva de Mar","C SELVA DE MAR","145.B","433050.755307504","4585311.607673545","41.416570094","2.198885617"
"10-073","Treball / Agricultura","C ANDRADE","166.X","433324.325748834","4585314.345608766","41.416617499","2.202158553"
"10-074","Concili de Trento","C AGRICULTURA","237-245","433245.446806511","4585470.036454140","41.418013212","2.201197593"
"10-075","Andrade / Concili de Trento","C CANTABRIA","12","433437.487457749","4585517.045076642","41.418452536","2.203490215"
"10-076","Cantabria","C MENORCA","84","433095.409596915","4585868.978225922","41.421593882","2.199358246"
"10-078","Prim","C ANDRADE","253-259","433724.619317947","4585704.383203697","41.420163572","2.206905289"
"10-079","","C CAMP ARRIASSA","84.X","433410.172601991","4586201.746374902","41.424617175","2.203087994"
"10-080","","C CAMP ARRIASSA","96-98","433346.473080089","4586277.796977911","41.425296858","2.202317359"
"10-081","Pg Verd Malva","C CAMP ARRIASSA","86.B","433398.642807885","4586231.266509131","41.424882099","2.202946773"
"10-083","Pere IV","C ALMOGAVERS","227","432875.282843413","4583708.256559393","41.402114537","2.196963967"
"10-084","nº 23 del carrer Cabanyal","C CABANYAL","21","432215.376648796","4584342.172516230","41.407768662","2.188999044"
"10-085","Wellington","C BUENAVENTURA MUÑOZ","32","431925.303012004","4582607.842073343","41.392123555","2.185723842"
"10-086","Wellington","C WELLINGTON","2","432039.322528792","4582521.121077532","41.391352126","2.187097286"
"10-087","Llull","C LLULL","23-25","432274.533572154","4582610.639433317","41.392178233","2.189900452"
"10-088","Ramon Turro","C RAMON TURRÓ","19","432419.153295265","4582544.868237807","41.391598015","2.191637497"
"10-089","Av Icaria","C BADAJOZ","1-3","433169.166894859","4582866.393051069","41.394556578","2.200572398"
"10-090","Ramon Turro","C ALABA","29-37","432843.406213742","4582842.785481047","41.394316813","2.196678647"
"10-092","","C SOSPIR","1-13","431987.191274700","4584996.305232809","41.413640954","2.186195686"
"10-094","Provençals (front esglèsia)","C PERE IV","82","433484.431424287","4584713.113476908","41.411215639","2.204140303"
"10-095","Independència","C INDEPENDENCIA","570","431767.535975355","4584344.425908693","41.407751067","2.183641174"
"10-097","","PL CULTURA","8","433783.800325240","4585825.352948871","41.421257991","2.207600178"
"10-099","Jardins de Josep Trueta","JARD JOSEP TRUETA","241-251","433577.475456304","4583909.771552295","41.403987849","2.205341646"
"10-105","front ambulatori C/ Fluvià","PL INFANCIA","SN","432899.182459389","4584967.418289545","41.413457440","2.197110245"
"10-106","Badajoz","C BADAJOZ","138-136","433074.687464287","4582960.433909944","41.395395722","2.199431951"
"10-107","","PL PRIM","59","433692.011772487","4583402.179911909","41.399425556","2.206767395"
"10-109","Enamorats","C ENAMORATS","156","431900.587197560","4584478.085104251","41.408966177","2.185217854"
"10-110","Rogent","C ROGENT","547-549","431768.677726267","4584574.306248097","41.409821623","2.183628914"
"10-111","","PL DOCTOR SERRAT","4","431981.699387602","4584749.454901178","41.411417187","2.186157730"
"10-112","front Ajuntament","PL VALENTI ALMIRALL","1","432482.547864946","4584447.910654835","41.408743499","2.192183479"
"10-114","Castanys","C CASTANYS","21","433544.892678788","4583551.121252469","41.400754887","2.204991245"
"10-115","","C CASTANYS","17","433559.412598004","4583537.561121911","41.400633954","2.205166420"
"10-117","","C JOSEP PLA","49-55","434196.672241859","4584676.798034026","41.410947184","2.212665448"
"10-118","","C PERE IV","413-415","433612.823513252","4584961.722882571","41.413465411","2.205649096"
"10-119","","AV DIAGONAL","60.B","433999.020737671","4584518.959289405","41.409509365","2.210317986"
"10-120","","AV DIAGONAL","32","434234.061698988","4584597.897631352","41.410239608","2.213121346"
"10-121","","C DOCTOR ZAMENHOF","45.I","432703.845185371","4585365.970384489","41.417030745","2.194728837"
"10-123","","C CONCILI DE TRENTO","279.B","433681.360634041","4585886.903821852","41.421803913","2.206367659"
"10-126","Rbla del Poblenou","C RAMON TURRÓ","187","433346.481601537","4583449.582599227","41.399823931","2.202629034"
"10-127","PL Zenòbia Camprubi","PL ZENOBIA CAMPRUBI","46-44","433892.417592504","4585442.551516875","41.417819150","2.208941707"
"10-132","Escultors Claperos","C VERNEDA","6","432332.078502130","4584562.121966455","41.409759512","2.190370580"
"10-133","Parc del Clot (poliesportiu)","C LLACUNA","53-49","432305.456291123","4584276.911735615","41.407188469","2.190083987"
"10-140","Pl de la Creu","PL CREU ROJA","57-71","432643.906881499","4584285.979188270","41.407298567","2.194131908"
"10-142","Àlaba","C PERE IV","76","432538.937963705","4583134.678231424","41.396920328","2.193004452"
"10-143","Tanger","C TANGER","118","432138.589342415","4583397.171661913","41.399250844","2.188186365"
"10-146","Marina","CTRA ANTIGA MATARO","1-7","432180.933699748","4582646.420196671","41.392492613","2.188776956"
"10-147","Pere IV","AV BOGATELL","90-88","432261.014307579","4582710.129687639","41.393073176","2.189727629"
"10-148","Ramon Turro","C JOAN MIRO","35-37","432513.323464559","4582548.037529640","41.391634468","2.192763445"
"10-156","Cocheras (Diagonal)","RBLA PRIM","16-14","434700.543736445","4584771.664366966","41.411842716","2.218683475"
"10-158","Llull","RBLA PRIM","20","434558.284617958","4584916.195662403","41.413132902","2.216965845"
"10-159","","RBLA PRIM","22-34","434520.144913508","4584962.726021482","41.413548883","2.216504495"
"10-160","Pujades","RBLA PRIM","47","434464.155107123","4584999.456500671","41.413875141","2.215830633"
"10-161","Pujades","RBLA PRIM","74.X","434368.905697841","4585096.287367907","41.414739499","2.214680524"
"10-162","","RBLA PRIM","80","434333.106077208","4585153.357725178","41.415250592","2.214246001"
"10-163","Pallars / davant camp de bàsquet","RBLA PRIM","86.B-86","434275.996271326","4585190.398213557","41.415579537","2.213558677"
"10-164","Cristobal de Moura","RBLA PRIM","79-81","434202.706779007","4585272.268898472","41.416310928","2.212672883"
"10-165","Jaume Huguet","RBLA PRIM","87.X","434153.857092393","4585323.539349723","41.416768706","2.212082822"
"10-166","Jaume Huguet","RBLA PRIM","87.X","434152.647082432","4585322.469357166","41.416758969","2.212068461"
"10-167","Jaume Huguet","RBLA PRIM","87.X","434151.707073415","4585321.469362681","41.416749886","2.212057322"
"10-168","Bernat Martorell","RBLA PRIM","99","434061.277602847","4585409.690187349","41.417537051","2.210965722"
"10-169","Bolivia","C BOLIVIA","384","434043.457705548","4585426.860349513","41.417690236","2.210750633"
"10-170","Pere IV / Gran Via de les Corts Catalanes","RBLA PRIM","154.U","433932.108557909","4585561.961407181","41.418897906","2.209403571"
"10-172","Andrade / Gran Via de les Corts Catalanes","RBLA PRIM","127-133","433768.959385249","4585704.272868132","41.420166234","2.207435854"
"10-173","Andrade / Gran Via de les Corts Catalanes","RBLA PRIM","127-133","433768.269370251","4585702.432870417","41.420149605","2.207427799"
"10-175","Concili de Trento","RBLA PRIM","147-149","433639.240244997","4585844.094072252","41.421414860","2.205868351"
"10-176","Guipúzcoa","RBLA PRIM","202.B","433509.061162524","4585991.645292155","41.422733048","2.204294433"
"10-179","Santander","RBLA PRIM","250.B","433237.962729932","4586253.627760429","41.425070162","2.201021541"
"10-180","","C ALCALA DE GUADAIRA","7","432893.245471434","4585365.258950713","41.417040177","2.196995081"
"10-182","Provença/Rogent","C PROVENÇA","593-595","431689.688198424","4584652.366963919","41.410517982","2.182675103"
"10-183","Pujades","C PUJADES","447.X","434474.644635637","4584935.376324099","41.413298843","2.215963075"
"10-186","Parc Sant Martí","C RECTOR DE VALLFOGONA","2-6","432871.878246290","4585736.069704848","41.420378171","2.196698269"
"10-193","Agricultura","C PONT DEL TREBALL","318-316","432872.149472080","4585897.879961063","41.421835569","2.196683554"
"10-194","PL del Ram de l'Aigua","PL RAM DE L'AIGUA","28-40","433265.128778207","4585726.396714543","41.420323808","2.201404805"
"10-195","Treball","C TREBALL","87","432909.247026661","4585567.409152783","41.418862218","2.197164116"
"10-196","Provença","C COLL I VEHI","10-2","431593.309021993","4584780.127886391","41.411660486","2.181507607"
"10-198","Biscaia","C VALENCIA","204-202","432417.452387731","4585055.442067013","41.414209878","2.191336856"
"10-199","Llacuna","PG MARITIM DEL BOGATELL","72-70","433787.578920671","4583007.738586129","41.395880796","2.207953680"
"10-200","Llacuna","PG MARITIM DEL BOGATELL","97-99","433721.628198763","4582926.108960492","41.395140145","2.207173771"
"10-206","Baliza de viento azul/blanca","PG MARITIM DEL BOGATELL","100.P","433617.347164413","4582811.129573964","41.394095953","2.205939073"
"10-207","Baliza de viento rosa/blanca","PG MARITIM DE NOVA ICARIA","102.P","433370.644408400","4582498.460962974","41.391259424","2.203022718"
"10-208","restaurant l'Escamarlà","PG MARITIM DEL BOGATELL","45-57","433481.685181429","4582577.690243658","41.391982214","2.204342091"
"10-209","","PG MARITIM DE NOVA ICARIA","40-36","433176.363105386","4582366.362231552","41.390053526","2.200713641"
"10-210","Baliza viento verde/blanca","PG MARITIM DE NOVA ICARIA","102.P","433255.593826308","4582445.171752391","41.390769922","2.201652558"
"10-213","Baliza viento amarilla/blanca","PG MARITIM DEL BOGATELL","45-57","433559.726188234","4582694.359831468","41.393039479","2.205262693"
"10-218","500 anys","PARC POBLENOU","5-7","433559.658574469","4583008.300312114","41.395867057","2.205227441"
"10-219","Parc del Poblenou (500 anys)","PARC POBLENOU","66-69","433543.238328761","4582979.300392078","41.395604505","2.205034219"
"10-220","500 anys","PARC POBLENOU","66-69","433522.478042779","4582945.880498134","41.395301785","2.204789573"
"10-221","500 anys","PARC POBLENOU","97-109","433501.137763357","4582913.440610074","41.395007842","2.204537885"
"10-223","Parc Carles I","C MOSCOU","30-22","432563.092565975","4582419.716956571","41.390482893","2.193372985"
"10-227","Alfons el Magnanim","C JAUME FABRE","3","434600.415282343","4584995.025463413","41.413846332","2.217461388"
"10-228","Pl Pau","PL PAU","1","433834.051827543","4586013.462868373","41.422956383","2.208180893"
"10-230","Gran Via de les Corts Catalanes","PL CLEMENTINA ARDERIU","1","434064.711869483","4585972.211057846","41.422603803","2.210945487"
"10-233","Camp Arriassa","CAMI VERNEDA","1-5","433491.932392725","4586157.515685917","41.424225576","2.204071226"
"10-234","500 anys","C SALVADOR ESPRIU","97-109","433492.167450516","4582874.100617826","41.394652775","2.204434912"
"10-235","500 anys","C SALVADOR ESPRIU","97-109","433459.407089527","4582833.240803328","41.394282051","2.204047559"
"10-236","Pujadas","C LOPE DE VEGA","96-94","433451.375564603","4583949.502566943","41.404335267","2.203828797"
"10-239","Pl Mercè Capcir","PL MERCE CAPSIR","93","432872.873810859","4585150.318765256","41.415102574","2.196775186"
"10-240","Jardins de Joana Tomasa","JARD JOANA TOMAS","18.I","432162.890211912","4584821.073638559","41.412077548","2.188317449"
"10-241","Jardins de Joana Tomasa","JARD JOANA TOMAS","645.I","432179.610365908","4584837.923537539","41.412230721","2.188515600"
"10-242","Provença","C DOS DE MAIG","258","431460.416374011","4584459.108406551","41.408757847","2.179954052"
"10-244","Llull","C LLULL","87","432718.007370174","4583020.316701408","41.395905308","2.195159054"
